"time","S","R","P","S2","R2","B","OD","OD_noised","u_S","u_R","k","a_S","b","q0","m","v","u_S2","u_R2","k2","x","v2","S_init","R_init","P_init","S2_init","R2_init"
195,2573404.06224574,1.86610077269998,11.5221366895384,8.93708204306849e-127,6.37951421247207e-133,2573405.92834651,0.004,0.003,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
210,2964075.12921084,2.04855051697631,11.7651667815574,1.41312692060388e-123,9.60418384605877e-130,2964077.17776136,0.004,0.005,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
225,3431348.68422628,2.25635068896471,12.052233211509,2.58383117831121e-120,1.670213222145e-126,3431350.94057697,0.004,0.004,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
240,3987343.77904447,2.49144340900286,12.3940188411092,5.66041747336765e-117,3.47593147459078e-123,3987346.27048788,0.005,0.004,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
255,4645957.89208319,2.75593821372942,12.8039907870788,1.40846515398555e-113,8.20958045855532e-120,4645960.64802141,0.006,0.006,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
270,5423116.20816748,3.05213743558129,13.2993177862275,3.80908932965274e-110,2.10625211956957e-116,5423119.26030492,0.006,0.006,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
285,6337028.69826267,3.38255101487426,13.9021625108242,1.08018557969659e-106,5.66456937741892e-113,6337032.08081369,0.007,0.007,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
300,7408451.22348303,3.74990199203301,14.6415272817508,3.12023132823133e-103,1.55161154471075e-109,7408454.97338502,0.008,0.008,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
315,8660948.02631951,4.15712426682111,15.5559344945041,8.96812404399189e-100,4.22903557081799e-106,8660952.18344377,0.01,0.01,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
330,10121150.0418665,4.60735351552183,16.6973868242098,2.51616951123132e-96,1.12536683713191e-102,10121154.64922,0.011,0.01,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
345,11819001.5345828,5.10391170411045,18.1373291099912,6.78325941341324e-93,2.87821821970673e-99,11819006.6384945,0.013,0.015,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
360,13787985.4779948,5.65028524918525,19.9757792449905,5.79348892682445e-90,2.35988387561349e-96,13787991.12828,0.015,0.015,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
375,16065314.2994632,6.25009656010381,22.3557863295192,3.77598467876096e-86,1.42354830346149e-92,16065320.5495597,0.017,0.018,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
390,18692072.8859086,6.90706858102601,25.4864743047227,4.98074399724677e-83,1.80943436255659e-89,18692079.7929771,0.02,0.019,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
405,21713293.9639706,7.62498184633405,29.6812658542719,5.00792246962632e-80,1.75123784344129e-86,21713301.5889525,0.023,0.023,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
420,25177947.6683541,8.40762365444483,35.4227024107551,1.8964212290217e-76,6.22642722577019e-83,25177956.0759778,0.026,0.026,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
435,29138823.1727842,9.25872910346951,43.4758098724103,1.63501908573113e-73,5.1539778098743e-80,29138832.4315133,0.03,0.029,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
450,33652279.9731372,10.1819139707609,55.09352411022,2.16309076986002e-70,6.52743325255217e-77,33652290.1550512,0.035,0.036,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
465,38777846.82279,11.1805997448495,72.4018755363485,2.67267406934146e-67,7.70251332715972e-74,38777858.0033898,0.04,0.076,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
480,44577647.6372151,12.2579315178139,99.1529077964171,3.5564687327602e-64,9.75154036797369e-71,44577659.8951466,0.046,0.046,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
495,51115637.4642648,13.4166899049668,142.260457822582,3.52990569276828e-61,9.26252908889751e-68,51115650.8809547,0.052,0.053,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
510,58456636.8810567,14.6591986702378,215.086970067835,3.2232406829068e-58,8.08721305691822e-65,58456651.5402554,0.059,0.059,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
525,66665160.9158521,15.9872302630436,344.85504446115,2.58918779575588e-55,6.21981026396648e-62,66665176.9030823,0.068,0.068,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
540,75804048.2372823,17.4019119893971,590.338181848771,1.78754178668117e-52,4.11286895778136e-59,75804065.6391943,0.077,0.076,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
555,85932907.6335078,18.9036360114762,1086.82486880619,1.10499983127942e-49,2.43569668597176e-56,85932926.5371438,0.087,0.087,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
570,97106410.3396837,20.4919767443358,2168.45840721015,5.59747127234656e-47,1.18456697355729e-53,97106430.8316604,0.098,0.099,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
585,109372465.041424,22.1656194738074,4726.98955761802,2.47502073735272e-44,5.03011313897516e-51,109372487.207043,0.11,0.11,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
600,122770305.640501,23.9223041353195,11353.0186953014,9.14151443275667e-42,1.78674841719801e-48,122770329.562806,0.124,0.123,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
615,137328455.399151,25.7587882828735,30303.6590417377,2.86131459654293e-39,5.38294234907166e-46,137328481.157939,0.138,0.138,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
630,153062208.661577,27.6708338992027,90692.6041618514,7.44337883852378e-37,1.34964727116978e-43,153062236.332411,0.154,0.155,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
645,169968731.714158,29.6532265801881,307043.869715845,1.61268390303056e-34,2.8216228152039e-41,169968761.367385,0.171,0.172,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
660,188009880.623338,31.6998568475724,1186263.98084439,2.87507006224079e-32,4.86100991304651e-39,188009912.323195,0.189,0.188,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
675,207026411.51153,33.8040128789445,5272751.1764395,4.11617314508848e-30,6.73889268068669e-37,207026445.315543,0.208,0.208,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
690,226226328.543157,35.9597738815779,27103319.3654888,4.21288139364796e-28,6.71419247176234e-35,226226364.502931,0.227,0.227,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
705,240804249.247615,38.1704619518629,159279840.888646,1.66579826989643e-26,2.64920163449071e-33,240804287.418077,0.242,0.241,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
720,222342361.677019,40.5045062155135,954712994.933772,4.2083511315164e-26,7.74079190571939e-33,222342402.181525,0.223,0.224,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
735,110598786.165502,43.3422506810486,3540815110.8498,2.00508920361795e-26,8.05398722041495e-33,110598829.507753,0.112,0.186,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
750,21497520.2969398,47.358436665482,5472648625.51484,3.61266425135617e-27,8.37054615744582e-33,21497567.6553765,0.022,0.022,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
765,2888612.51541285,52.5959493145024,5874125483.0205,4.39009524686713e-28,8.69954732401383e-33,2888665.11136216,0.004,0.003,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
780,366993.581124688,58.8160209495109,5928677997.88081,4.99184256706814e-29,9.04147975761832e-33,367052.397145638,0.001,0.002,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
795,46395.4200947115,65.9362615085216,5935625682.936,5.62665416536247e-30,9.39685171684363e-33,46461.3563562201,0.001,0.002,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
810,5866.71708660651,73.9842311171445,5936504601.67495,6.33516424696786e-31,9.76619143718652e-33,5940.70131772366,0.001,0.001,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
825,742.097561289092,83.0405954767699,5936615765.05715,7.13189012865259e-32,1.01500479162411e-32,825.138156765862,0.001,0.001,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
840,93.8834693045435,93.2154543725488,5936629827.42305,8.02867186518521e-33,1.05489917297453e-32,187.098923677092,0.001,0.001,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
855,11.8777763141766,104.640024018129,5936631606.50247,9.03819711574501e-34,1.09636158797018e-32,116.517800332306,0.001,0,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
870,1.50273830233219,117.465218108555,5936631831.58549,1.01746564120769e-34,1.13945366758337e-32,118.967956410887,0.001,0,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
885,0.190121057850895,131.862130306047,5936631860.06226,1.14540001229897e-35,1.18423946516859e-32,132.052251363898,0.001,0.033,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
900,0.0240533478696707,148.023229297944,5936631863.66504,1.28942178379394e-36,1.23078555167333e-32,148.047282645814,0.001,0.015,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
915,0.0030432041494328,166.164617129413,5936631864.12085,1.45161135397408e-37,1.27916111459109e-32,166.167660333563,0.001,0.001,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
930,0.000385001317105003,186.528864403258,5936631864.17851,1.63398161785968e-38,1.32943806080381e-32,186.529249404575,0.001,0.001,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
945,4.8652944099921e-05,209.388240977589,5936631864.18581,1.83616200286134e-39,1.38169112346891e-32,209.388289630533,0.001,0.001,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
960,6.22353808131951e-06,235.048360921922,5936631864.18673,2.10213244332983e-40,1.43599797408867e-32,235.04836714546,0.001,0.001,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
975,7.63241587527559e-07,263.852243942577,5936631864.18685,2.2572188442709e-41,1.49243933653881e-32,263.852244705819,0.001,0.001,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
990,8.47689002901436e-08,296.184879110194,5936631864.18687,2.16638741350801e-42,1.55109910611518e-32,296.184879194962,0.001,0,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
1005,4.33407754955154e-08,332.478283435142,5936631864.18687,1.16489648424599e-42,1.61206446928613e-32,332.478283478483,0.001,0,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
1020,5.35063431882626e-07,373.217576757386,5936631864.18686,1.9744755041617e-41,1.67542605724669e-32,373.21757729245,0.001,0.013,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
1035,-2.01323235860787e-07,418.947045401169,5936631864.18687,-4.92523109640608e-42,1.74127804886689e-32,418.947045199846,0.001,0.002,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
1050,-8.1320642009597e-08,470.277595733896,5936631864.18687,-2.38253762843232e-42,1.80971832974637e-32,470.277595652576,0.001,0.001,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
1065,-1.17520378611719e-08,527.894912449537,5936631864.18687,-3.0163434179731e-43,1.88084863140355e-32,527.894912437785,0.001,0.001,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
1080,2.85380124319179e-08,592.568489258262,5936631864.18687,2.02269013672351e-42,1.95477468193848e-32,592.5684892868,0.001,0,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
1095,3.73352601479878e-08,665.161777864607,5936631864.18687,7.30088023899007e-42,2.03160636007263e-32,665.161777901942,0.001,0.001,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
1110,-1.43749507234601e-07,746.644299135366,5936631864.18687,-7.37360425411916e-42,2.11145788479503e-32,746.644298991616,0.001,0.001,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
1125,1.17129010325873e-07,838.103572094931,5936631864.18687,-2.28400781677367e-42,2.19444794325302e-32,838.10357221206,0.001,0.002,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
1140,-9.68008208187649e-08,940.760228581513,5936631864.18687,-1.09121503936328e-42,2.28069989419554e-32,940.760228484713,0.001,0.013,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
1155,1.88141490006154e-07,1055.98358137652,5936631864.18686,2.04084376605844e-42,2.37034192978475e-32,1055.98358156466,0.001,0.001,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
1170,4.84744332755143e-08,1185.31252293763,5936631864.18687,9.46587294737464e-42,2.46350734585305e-32,1185.31252298611,0.001,0.001,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
1185,7.46339933537602e-09,1330.47039006126,5936631864.18687,1.10146628067412e-42,2.56033457926962e-32,1330.47039006872,0.001,0,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
1200,-8.23231807163859e-11,1493.3934734415,5936631864.18687,-2.22814042883242e-43,2.66096757340369e-32,1493.39347344142,0.001,0,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
1215,1.00608903080311e-07,1676.25330160644,5936631864.18687,1.21824211336351e-42,2.76555589812337e-32,1676.25330170705,0.001,0.001,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
1230,3.63568229591954e-07,1881.48747418015,5936631864.18686,2.56981338162923e-41,2.87425503041318e-32,1881.48747454372,0.001,0.002,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
1245,-1.97017780978239e-08,2111.82662880717,5936631864.18687,2.54255390825827e-41,2.9872264735001e-32,2111.82662878747,0.001,0.001,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
1260,-5.3618176122748e-07,2370.35057319992,5936631864.18688,-3.82550801136937e-41,3.10463836362298e-32,2370.35057266374,0.001,0,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
1275,-7.00959787535366e-08,2660.48989925866,5936631864.18687,-4.84763901960074e-42,3.22666501186628e-32,2660.48989918856,0.001,0,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
1290,-7.49174974443026e-09,2986.11077615573,5936631864.18687,-4.53671450934392e-43,3.3534878716988e-32,2986.11077614824,0.001,0.001,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
1305,4.26056708747731e-08,3351.54581319145,5936631864.18687,1.14425948455328e-41,3.4852954486267e-32,3351.54581323405,0.001,0,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
1320,-7.98539979025081e-08,3761.6561814117,5936631864.18687,1.18104685983433e-41,3.62228367197195e-32,3761.65618133185,0.001,0.001,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
1335,-1.0634493985544e-07,4221.89515268526,5936631864.18687,-2.99969606585471e-41,3.76465617051087e-32,4221.89515257891,0.001,0.001,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
1350,2.98001885549561e-07,4738.37953914046,5936631864.18686,2.39930100378665e-41,3.91262456714039e-32,4738.37953943847,0.001,0.001,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
1365,-3.03910349814218e-07,5317.96496609278,5936631864.18687,4.8727699809495e-41,4.0664087507939e-32,5317.96496578887,0.001,0,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
1380,-3.73717171717448e-07,5968.36423032674,5936631864.18688,-8.68168955507657e-41,4.22623747730508e-32,5968.36422995303,0.001,0.001,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
1395,-5.54115235391691e-08,6698.19325790825,5936631864.18687,-1.42683305581381e-41,4.39234816304457e-32,6698.19325785284,0.001,0.001,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
1410,-5.80571025998598e-09,7517.13891907271,5936631864.18687,7.18923278512515e-43,4.56498777374636e-32,7517.13891906691,0.001,0,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
1425,5.68709303309976e-08,8436.05727278751,5936631864.18687,3.69468612120596e-41,4.7444129128933e-32,8436.05727284438,0.001,0.002,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
1440,1.29311407821617e-07,9467.11863135544,5936631864.18686,2.86887837318816e-40,4.93089025169203e-32,9467.11863148475,0.001,0,0.0116823813412338,0.00771037168521434,1e+09,2.51832353626378e-11,20,0.1,0.02,0.5,0.00389412711374462,0.00257012389507145,2e+08,1e-04,50,1e+06,1,10,0,0
0,1e+06,1,10,0,0,1000001,0.002,0.002,0.0231168287713081,0.0152571069890633,1e+09,4.14528958871961e-11,20,0.1,0.02,0.5,0.00770560959043602,0.00508570232968777,2e+08,1e-04,50,1e+06,1,10,0,0
15,1035656.48246978,1.02339276324873,10.1272672919875,4.21280985954545e-147,4.12192685942453e-153,1035657.50586254,0.002,0.003,0.0231168287713081,0.0152571069890633,1e+09,4.14528958871961e-11,20,0.1,0.02,0.5,0.00770560959043602,0.00508570232968777,2e+08,1e-04,50,1e+06,1,10,0,0
30,1083961.59755295,1.05465172979835,10.2614689541744,4.06636861222247e-146,3.91321087522325e-152,1083962.65220468,0.002,0.001,0.0231168287713081,0.0152571069890633,1e+09,4.14528958871961e-11,20,0.1,0.02,0.5,0.00770560959043602,0.00508570232968777,2e+08,1e-04,50,1e+06,1,10,0,0
45,1149467.22191232,1.09629539486339,10.4047521936342,6.40617040564952e-145,6.06013238736884e-151,1149468.31820772,0.002,0.002,0.0231168287713081,0.0152571069890633,1e+09,4.14528958871961e-11,20,0.1,0.02,0.5,0.00770560959043602,0.00508570232968777,2e+08,1e-04,50,1e+06,1,10,0,0
60,1238404.96503871,1.15156666789809,10.5600933831171,2.45552720292766e-143,2.26580775921322e-149,1238406.11660538,0.002,0.005,0.0231168287713081,0.0152571069890633,1e+09,4.14528958871961e-11,20,0.1,0.02,0.5,0.00770560959043602,0.00508570232968777,2e+08,1e-04,50,1e+06,1,10,0,0
