"time","S","R","P","S2","R2","B","OD","OD_noised","u_S","u_R","k","a_S","b","q0","m","v","u_S2","u_R2","k2","x","v2","S_init","R_init","P_init","S2_init","R2_init"
915,999980389.467381,95.4979258206221,0,170002351.70625,8.30994774742004,1169982844.98151,1.171,1.171,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
930,999985187.876867,95.49822826349,0,175890495.292523,8.59463992183,1175875787.26226,1.177,1.177,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
945,999988806.459152,95.4984563417395,0,180996728.674979,8.85417817833205,1180985639.48677,1.182,1.181,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
960,999991535.298267,95.498628339535,0,185382429.304435,9.09064876093129,1185374069.19198,1.186,1.186,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
975,999993593.153069,95.4987580453132,0,189118211.768711,9.3063377174167,1189111909.72688,1.19,1.19,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
990,999995145.021975,95.4988558589394,0,192278011.711173,9.5035758998446,1192273261.73558,1.193,1.194,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
1005,999996315.307608,95.4989296215027,0,194934721.827477,9.68462693623781,1194931142.31864,1.196,1.197,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
1020,999997197.836679,95.4989852468833,0,197157249.64633,9.85161327040079,1197154552.83361,1.198,1.199,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
1035,999997863.367795,95.4990271949767,0,199008752.679752,10.006473125145,1199006721.55305,1.2,1.201,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
1050,999998365.252399,95.499058828506,0,200545774.49627,10.1509408517651,1200544245.39867,1.202,1.201,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
1065,999998743.731606,95.4990826838528,0,201818023.178831,10.286543830884,1201816872.69606,1.203,1.202,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
1080,999999029.148753,95.4991006735444,0,202868575.507663,10.4146102836439,1202867710.57013,1.204,1.204,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
1095,999999244.385543,95.4991142398043,0,203734338.28267,10.5362836308285,1203733688.70361,1.205,1.204,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
1110,999999406.698917,95.4991244703288,0,204446645.693828,10.6525402739997,1204446158.54441,1.205,1.205,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
1125,999999529.097426,95.4991321850405,0,205031908.752039,10.7642086168302,1205031544.11281,1.206,1.206,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
1140,999999621.401151,95.499138002894,0,205512252.263905,10.8719876577049,1205511980.03618,1.207,1.217,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
1155,999999691.011044,95.4991423903676,0,205906125.696156,10.9764648006293,1205905923.18281,1.207,1.207,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
1170,999999743.504526,95.4991456990031,0,206228854.402585,11.0781319766071,1206228704.48439,1.207,1.207,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
1185,999999783.090943,95.4991481941132,0,206493127.26844,11.1773999780567,1206493017.03593,1.207,1.207,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
1200,999999812.943822,95.4991500757238,0,206709423.954887,11.2746110993795,1206709343.67247,1.208,1.208,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
1215,999999835.45617,95.4991514946647,0,206886381.462902,11.3700500538901,1206886323.78827,1.208,1.207,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
1230,999999852.433166,95.4991525647154,0,207031106.012361,11.4639533323909,1207031065.40863,1.208,1.209,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
1245,999999865.235793,95.499153371658,0,207149436.349909,11.5565171681037,1207149408.64137,1.208,1.209,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
1260,999999874.890429,95.4991539801844,0,207246164.392023,11.6479042657492,1207246146.42951,1.208,1.209,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
1275,999999882.171165,95.4991544390851,0,207325219.303505,11.7382494633511,1207325208.71207,1.208,1.208,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
1290,999999887.661678,95.4991547851492,0,207389820.423599,11.8276644765284,1207389815.4121,1.208,1.209,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
1305,999999891.802158,95.4991550461214,0,207442603.884695,11.9162418608744,1207442603.10225,1.208,1.209,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
1320,999999894.924565,95.4991552429249,0,207485727.189479,12.0040583133295,1207485729.61726,1.208,1.209,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
1335,999999897.279219,95.4991553913375,0,207520955.394878,12.0911774168317,1207520960.26443,1.209,1.208,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
1350,999999899.05491,95.4991555032583,0,207549732.049579,12.1776519192864,1207549738.7813,1.209,1.209,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
1365,999999900.39397,95.4991555876585,0,207573237.302297,12.2635256168193,1207573245.45895,1.209,1.22,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
1380,999999901.403846,95.4991556513105,0,207592436.317712,12.3488349361842,1207592445.56955,1.209,1.209,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
1395,999999902.165476,95.4991556993156,0,207608117.499228,12.4336101944502,1207608127.59747,1.209,1.209,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
1410,999999902.739754,95.499155735512,0,207620924.525333,12.5178766668351,1207620935.28212,1.209,1.209,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
1425,999999903.172804,95.4991557628069,0,207631383.992273,12.6016555127763,1207631395.26589,1.209,1.209,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
1440,999999903.499373,95.4991557833904,0,207639926.074493,12.6849644737511,1207639937.75799,1.209,1.209,0.0376282111369073,0.0248346193503588,1e+09,0,0,0.1,0.02,0.5,0.0125427370456358,0.00827820645011961,2e+08,1e-04,50,1e+06,1,0,0,0
0,1e+06,1,0,0,0,1000001,0.002,0.025,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
15,1065415.44649242,1.04270737478756,0,1.14334520127646e-146,1.1037570553704e-152,1065416.48919979,0.002,0.003,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
30,1156925.00210664,1.10098473963156,0,6.33745139532941e-145,5.95821343606011e-151,1156926.10309138,0.002,0.003,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
45,1286268.31510365,1.18075164903486,0,1.16534206863101e-142,1.05873627104938e-148,1286269.4958553,0.002,0.002,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
60,1471387.06573871,1.29032600884026,0,1.1512874571351e-139,9.96174931886983e-146,1471388.35606472,0.002,0.002,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
75,1740257.1249998,1.44146596646417,0,4.80073955714892e-136,3.93733324886406e-142,1740258.56646577,0.003,0.003,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
90,2137295.31194504,1.65085904157385,0,3.12338549483418e-131,2.34195402894731e-137,2137296.96280409,0.003,0.004,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
105,2734121.74283398,1.94222337546669,0,2.04186730222368e-125,1.39581157434642e-131,2734123.68505736,0.004,0.004,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
120,3647500.95860495,2.34917993869921,0,8.34820458949585e-119,5.17036202555084e-125,3647503.30778489,0.005,0.005,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
135,5068738.25921307,2.91899347229787,0,9.5982922837866e-111,5.24417158991458e-117,5068741.17820654,0.006,0.007,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
150,7310455.31237602,3.71708543237469,0,4.93187829783779e-102,2.31565225749224e-108,7310459.02946146,0.008,0.009,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
165,10877426.7297452,4.83177357867125,0,8.55771218090718e-95,3.70517375371453e-101,10877431.5615188,0.012,0.012,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
180,16565622.8711894,6.3778824931532,0,2.57490262442323e-84,9.41389417063223e-91,16565629.2490719,0.018,0.017,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
195,25582957.0859753,8.49663529333131,0,8.30887189072528e-74,2.5516010337997e-80,25582965.5826106,0.027,0.026,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
210,39660130.571081,11.3478411575681,0,6.45913913893454e-65,1.71254907423047e-71,39660141.9189221,0.041,0.04,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
225,61077682.1436275,15.0897492659108,0,1.6187332000913e-55,3.71246157599893e-62,61077697.2333767,0.062,0.063,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
240,92491074.0670186,19.8438254971654,0,1.3610153753875e-46,2.72060680588134e-53,92491093.9108441,0.093,0.094,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
255,136436329.92628,25.6479870563274,0,2.46439702825515e-38,4.34218203609997e-45,136436355.574267,0.137,0.138,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
270,194513383.507071,32.4120186527848,0,4.25124678045049e-31,6.72734957927182e-38,194513415.91909,0.196,0.196,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
285,266484650.109703,39.8972593324736,0,1.53975773696523e-24,2.27517639298745e-31,266484690.006963,0.267,0.268,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
300,349749081.71781,47.7396016543372,0,2.0367935401994e-18,2.73527428104068e-25,349749129.457412,0.351,0.35,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
315,439602197.116529,55.5161045787861,0,2.45561712179959e-13,3.04658828441417e-20,439602252.632633,0.441,0.469,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
330,530286087.343156,62.831331658963,0,5.95682041823417e-09,6.86606014566395e-16,530286150.174487,0.531,0.554,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
345,616357212.93707,69.3887322094648,0,5.54058709068858e-06,6.16972579751664e-13,616357282.325808,0.617,0.618,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
360,693758734.663303,75.0234618831297,0,0.00224026927613669,2.40770078201973e-10,693758809.689005,0.695,0.742,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
375,760257226.793042,79.6954416623276,0,0.308439821135742,3.20233200297541e-08,760257306.796923,0.761,0.761,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
390,815289544.646957,83.4574959820278,0,14.249866363917,1.43808570117799e-06,815289642.35432,0.816,0.816,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
405,859491549.834082,86.4169586048521,0,277.390928573534,2.73325479353654e-05,859491913.641996,0.86,0.861,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
420,894174396.175066,88.7029750237987,0,2761.55282339361,0.000266438930920638,894177246.431131,0.895,0.896,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
435,920903192.835964,90.4442038208299,0,16458.247632863,0.00155715920937794,920919741.529358,0.922,0.921,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
450,941222763.926396,91.7564310138012,0,66496.5369657488,0.00617174287142255,941289352.225965,0.942,0.942,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
465,956512158.689949,92.7374693888435,0,200525.635339521,0.0182471006456914,956712777.081005,0.958,0.958,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
480,967928760.619965,93.4665375099015,0,485616.103928384,0.0432693976501672,968414470.2337,0.969,0.969,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
495,976405163.571408,94.005953453321,0,997913.935679929,0.0869104779092098,977403171.599952,0.978,0.979,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
510,982672146.945447,94.403744490117,0,1813080.52311264,0.154018632468552,984485322.026323,0.985,0.986,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
525,987291253.981143,94.696386104969,0,3002580.7176645,0.248224046907987,990293929.643417,0.991,0.992,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
540,990688025.845028,94.9112902228785,0,4635374.1545945,0.372079615759883,995323495.282993,0.996,0.996,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
555,993181741.113978,95.0689010666305,0,6781962.87631883,0.527429922480927,999963799.586628,1.001,1.067,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
570,995010234.852555,95.1843822775417,0,9518008.67156637,0.715753785984752,1004528339.42426,1.006,1.005,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
585,996349753.774725,95.2689357786563,0,12925908.3918341,0.938359497836533,1009275758.37385,1.01,1.009,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
600,997330412.063159,95.3308126713325,0,17093593.2742824,1.19640914723605,1014424101.86466,1.015,1.015,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
615,998048002.798901,95.3760776042515,0,22110233.7086575,1.49079402549542,1020158333.37443,1.021,1.021,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
630,998572909.914292,95.4091812326946,0,28058723.715534,1.82189751731881,1026631730.8609,1.028,1.027,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
645,998956772.454034,95.4333860420753,0,35005077.3875114,2.18928689776067,1033961947.46422,1.035,1.036,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
660,999237436.748198,95.4510815872508,0,42985378.0858903,2.59138232268645,1042222912.87655,1.043,1.044,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
675,999442619.225717,95.4640170277044,0,51991712.1088158,3.0251620396836,1051434429.82371,1.052,1.052,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
690,999592603.608469,95.4734720115737,0,61959500.0735618,3.48597338202205,1061552202.64148,1.063,1.063,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
705,999702231.15037,95.4803826033521,0,72759412.4666703,3.96752081261554,1072461743.06494,1.073,1.074,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
720,999782356.781088,95.48543331998,0,84197061.7320326,4.46208197249582,1083979518.46064,1.085,1.098,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
735,999840917.589438,95.4891246117054,0,96022619.0912658,4.96096238174635,1095863637.13079,1.097,1.103,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
750,999883716.308906,95.4918223177662,0,107950296.482333,5.45514249094773,1107834113.7382,1.109,1.109,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
765,999914993.932967,95.4937937965419,0,119684859.73969,5.9360147623542,1119599955.10247,1.121,1.121,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
780,999937852.226393,95.4952345781398,0,130950077.607849,6.39607392925526,1130888031.72555,1.132,1.132,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
795,999954557.200889,95.4962875026459,0,141513416.793351,6.82944010010372,1141468076.31997,1.142,1.142,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
810,999966765.024176,95.4970569652358,0,151202546.005591,7.23213490608659,1151169413.75896,1.152,1.153,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
825,999975686.632499,95.4976192947319,0,159911713.364343,7.60209884429654,1159887503.09656,1.161,1.16,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
840,999982206.387013,95.4980302341593,0,167598748.047598,7.93899414628043,1167581057.87164,1.169,1.168,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
855,999986970.931252,95.4983305422935,0,174275307.526652,8.24387067466597,1174262382.2001,1.175,1.175,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
870,999990452.881037,95.4985500084841,0,179993661.310491,8.51877759331181,1179984218.20886,1.181,1.181,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
885,999992997.376122,95.4987103870373,0,184832944.6102,8.7663878272764,1184826046.25142,1.186,1.187,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
900,999994856.88098,95.4988275908302,0,188886908.682278,8.98967775305943,1188881870.05176,1.19,1.19,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
915,999996215.796465,95.4989132426428,0,192254200.219991,9.19168072856404,1192250520.70705,1.193,1.193,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
930,999997208.838485,95.4989758335956,0,195031404.657954,9.37531517246261,1195028718.37073,1.196,1.196,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
945,999997934.562144,95.4990215755894,0,197308589.87788,9.54327750727006,1197306629.48232,1.198,1.198,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
960,999998464.904013,95.499055002761,0,199166855.422614,9.69798598260057,1199165425.52367,1.2,1.2,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
975,999998852.460123,95.4990794302168,0,200677346.211802,9.84156112031475,1200676304.01257,1.202,1.203,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
990,999999135.692915,95.4990972822273,0,201901248.179418,9.97583047036559,1201900489.34726,1.203,1.203,0.0418186967074871,0.0276003398269415,1e+09,0,0,0.1,0.02,0.5,0.0139395655691624,0.00920011327564716,2e+08,1e-04,50,1e+06,1,0,0,0
